TIME-STAMP,DATE,PROTOCOL,SRC-IP,DST-IP,SRC-PORT,DST-PORT,MD5-HASH,FLAGS,PAYLOAD SIZE,PACKET-COUNT,START_TIME,END-TIME,SERVICE_TYPE
08:02:35,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,3,08:02:35,08:02:35,
08:02:35,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,e8ab6ca90dd03ce1c0150604a7a3f5a3,PA,342,4,08:02:34,08:02:35,
08:02:35,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,a9eacf76a5aa8336118c1bfd1b72cc34,PA,296,7,08:02:34,08:02:35,
08:02:35,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,4,08:02:34,08:02:35,SSH
08:02:35,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,a726eb955dc568fad3deae7c4e4ad394,PA,706,5,08:02:34,08:02:35,
08:02:35,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,4,08:02:35,08:02:35,
08:02:35,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,5,08:02:34,08:02:35,SSH
08:02:35,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,6c0c71894fbe016d99532ca96b9bf942,PA,672,6,08:02:34,08:02:35,
08:02:35,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,5,08:02:35,08:02:35,
08:02:35,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,6,08:02:35,08:02:35,
08:02:35,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,ba2fa5f1c9416b34dcc59c55bf30a5a2,PA,689,7,08:02:34,08:02:35,
08:02:35,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,7,08:02:35,08:02:35,
08:02:35,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,6,08:02:34,08:02:35,SSH
08:02:35,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,7,08:02:34,08:02:35,SSH
08:02:35,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,af906a9919f42d2b087e139c2221f8c1,PA,635,8,08:02:34,08:02:35,
08:02:35,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,fc2cfdf0ede149c96a441f379cfb820b,PA,161,8,08:02:34,08:02:35,
08:02:35,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,8,08:02:34,08:02:35,SSH
08:02:35,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,dd51a4669fa4fb3b3113e2e3f322030f,A,1288,9,08:02:34,08:02:35,
08:02:35,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,4d5ca3d2cd71ee80edd6e39261aabec5,PA,383,9,08:02:34,08:02:35,
08:02:35,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,8,08:02:35,08:02:35,
08:02:35,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,9,08:02:34,08:02:35,SSH
08:02:35,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,9b14ea24faa7bec7fd5b6a99215ed1ab,PA,930,10,08:02:34,08:02:35,
08:02:35,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,9,08:02:35,08:02:35,
08:02:35,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,8f2d0a7303393bc4eba2e7b9a514165c,PA,688,10,08:02:34,08:02:35,
08:02:35,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,10,08:02:34,08:02:35,SSH
08:02:36,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,f26f6605d82bc68f492b3436731d3b0b,PA,524,11,08:02:34,08:02:36,
08:02:36,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,10,08:02:35,08:02:36,
08:02:36,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,11,08:02:34,08:02:36,SSH
08:02:36,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,507cab8d8ff42e8dfd71deb301915016,PA,1112,11,08:02:34,08:02:36,
08:02:36,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,567ed8efd5781993db189b64807836b8,PA,602,12,08:02:34,08:02:36,
08:02:36,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,11,08:02:35,08:02:36,
08:02:36,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,12,08:02:34,08:02:36,SSH
08:02:36,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,d7bdc666c4c7dfe82a9ab343f9c1b292,PA,640,12,08:02:34,08:02:36,
08:02:36,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,467b3007fd83dbec3dcb62e1aebe2171,PA,359,13,08:02:34,08:02:36,
08:02:36,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,12,08:02:35,08:02:36,
08:02:36,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,13,08:02:34,08:02:36,SSH
08:02:36,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,138ad1ff3389fa7823de1ec8cedee5cd,PA,639,13,08:02:34,08:02:36,
08:02:36,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,1b869188b4792fcfe06957e9ae21e6c0,PA,347,14,08:02:34,08:02:36,
08:02:36,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,13,08:02:35,08:02:36,
08:02:36,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,14,08:02:34,08:02:36,SSH
08:02:36,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,84fd07312306d222f2112bf166455659,PA,639,14,08:02:34,08:02:36,
08:02:36,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,87446657f934418a3d0f96630d170492,PA,353,15,08:02:34,08:02:36,
08:02:36,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,14,08:02:35,08:02:36,
08:02:36,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,15,08:02:34,08:02:36,SSH
08:02:36,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,e4bd09c1b381a875fe72be86d2199475,PA,639,15,08:02:34,08:02:36,
08:02:37,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,e4342514eef5e09653387ca0477d6d78,PA,350,16,08:02:34,08:02:37,
08:02:37,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,15,08:02:35,08:02:37,
08:02:37,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,16,08:02:34,08:02:37,SSH
08:02:37,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,17a185ce00fb4c61f78c707cdddf688a,PA,639,16,08:02:34,08:02:37,
08:02:37,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,8996a9260ce298dd1e716999c25b29df,PA,357,17,08:02:34,08:02:37,
08:02:37,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,16,08:02:35,08:02:37,
08:02:37,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,8a0dc5ed89665ed1543cb46164e21c7b,PA,639,17,08:02:34,08:02:37,
08:02:37,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,17,08:02:34,08:02:37,SSH
08:02:37,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,ca385a7400fc1e9332ec16df84e22925,PA,356,18,08:02:34,08:02:37,
08:02:37,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,17,08:02:35,08:02:37,
08:02:37,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,1626b111699c69f19020cad00ec7fac7,PA,798,18,08:02:34,08:02:37,
08:02:37,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,18,08:02:34,08:02:37,SSH
08:02:37,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,285ad0ecfb0ec15868d6a423f207457f,PA,442,19,08:02:34,08:02:37,
08:02:37,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,18,08:02:35,08:02:37,
08:02:37,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,f5499be28b02eaf73d5c82392a6c93db,PA,639,19,08:02:34,08:02:37,
08:02:38,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,19,08:02:34,08:02:38,SSH
08:02:38,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,19,08:02:35,08:02:38,
08:02:38,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,af32661084f0c725ae73106cc01a4cb8,PA,365,20,08:02:34,08:02:38,
08:02:38,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,525175d0aa0d2458fd53bdba55d02e53,PA,480,20,08:02:34,08:02:38,
08:02:38,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,20,08:02:34,08:02:38,SSH
08:02:38,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,20,08:02:35,08:02:38,
08:02:38,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,46c6433592ae35c89b4a25e5f993fc31,PA,264,21,08:02:34,08:02:38,
08:02:38,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,76a4a6a89891125f4cc68c75f539dd3e,PA,639,21,08:02:34,08:02:38,
08:02:38,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,21,08:02:34,08:02:38,SSH
08:02:38,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,21,08:02:35,08:02:38,
08:02:38,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,7dd4e56d008a2acac10e1e9a45b62e68,PA,351,22,08:02:34,08:02:38,
08:02:38,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,2719fa8762225f9a8b3a38a9cf336246,PA,639,22,08:02:34,08:02:38,
08:02:38,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,22,08:02:34,08:02:38,SSH
08:02:38,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,48121a9340ce9ce70c58a592fba95015,PA,357,23,08:02:34,08:02:38,
08:02:38,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,22,08:02:35,08:02:38,
08:02:38,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,ac53aa3409bd09fd12c5cea320284d76,PA,798,23,08:02:34,08:02:38,
08:02:38,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,23,08:02:34,08:02:38,SSH
08:02:39,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,95a58ef4e7a2756efde7f76f1fb06d2f,PA,433,24,08:02:34,08:02:39,
08:02:39,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,23,08:02:35,08:02:39,
08:02:39,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,f88d8bc9659429c06ce40307a5f6010d,PA,639,24,08:02:34,08:02:39,
08:02:39,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,24,08:02:34,08:02:39,SSH
08:02:39,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,24,08:02:35,08:02:39,
08:02:39,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,443bdc12dbf2bf495b07ae5383c98ea8,PA,358,25,08:02:34,08:02:39,
08:02:39,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,6c7f00b3e5f6bbde416f544e2fbc7cd5,PA,480,25,08:02:34,08:02:39,
08:02:39,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,25,08:02:34,08:02:39,SSH
08:02:39,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,25,08:02:35,08:02:39,
08:02:39,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,2d4e8c7c3a816a59edde29ee407e76c1,PA,288,26,08:02:34,08:02:39,
08:02:39,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,b6bf53cad06efb105a90aa645f4cdcef,PA,639,26,08:02:34,08:02:39,
08:02:39,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,26,08:02:34,08:02:39,SSH
08:02:39,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,26,08:02:35,08:02:39,
08:02:39,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,8d223b8515972f14e60c04023d39369e,PA,371,27,08:02:34,08:02:39,
08:02:39,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,da6904026099a618d33af2b7caf552fc,PA,639,27,08:02:34,08:02:39,
08:02:39,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,27,08:02:34,08:02:39,SSH
08:02:40,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,f40b8097b9536c3e2427094f572935f3,PA,356,28,08:02:34,08:02:40,
08:02:40,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,27,08:02:35,08:02:40,
08:02:40,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,4ebb6a1c040bfec1d97362c7a6244716,PA,798,28,08:02:34,08:02:40,
08:02:40,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,28,08:02:34,08:02:40,SSH
08:02:40,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,86cfcc83b3c4a6c8cfbcec914f370a12,PA,445,29,08:02:34,08:02:40,
08:02:40,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,28,08:02:35,08:02:40,
08:02:40,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,cdc411c018764a86925fce3adc0bd1f7,PA,639,29,08:02:34,08:02:40,
08:02:40,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,29,08:02:34,08:02:40,SSH
08:02:40,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,29,08:02:35,08:02:40,
08:02:40,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,ca09eaaa9655e3164374f435259a96cc,PA,358,30,08:02:34,08:02:40,
08:02:40,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,de57e9ef86c0779544d4c248111d5d49,PA,480,30,08:02:34,08:02:40,
08:02:40,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,30,08:02:34,08:02:40,SSH
08:02:41,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,30,08:02:35,08:02:41,
08:02:41,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,f7ce2fdb2ce23f6ee49df2e872db600d,PA,284,31,08:02:34,08:02:41,
08:02:41,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,f540af6e5ef6d489ca18c431ddc8d80c,PA,639,31,08:02:34,08:02:41,
08:02:41,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,31,08:02:34,08:02:41,SSH
08:02:41,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,31,08:02:35,08:02:41,
08:02:41,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,227a6290b64f80e14486cac062548d66,PA,639,32,08:02:34,08:02:41,
08:02:41,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,d7e7f670cb5b9953da4be60acaef87d7,PA,353,32,08:02:34,08:02:41,
08:02:41,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,32,08:02:34,08:02:41,SSH
08:02:41,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,560375fb8f1abd7b99f58077cf76fdfb,PA,362,33,08:02:34,08:02:41,
08:02:41,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,32,08:02:35,08:02:41,
08:02:41,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,d70a95794fc1f2b496e636ffac3bd50e,PA,798,33,08:02:34,08:02:41,
08:02:41,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,33,08:02:34,08:02:41,SSH
08:02:41,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,5b17c45f88dd1a00c837c4d98130695a,PA,447,34,08:02:34,08:02:41,
08:02:42,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,33,08:02:35,08:02:42,
08:02:42,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,23f37ffd3caf35c8758a412e33fecdaf,PA,639,34,08:02:34,08:02:42,
08:02:42,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,34,08:02:34,08:02:42,SSH
08:02:42,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,7347dc8a573cdab82bc79c77dee114d5,PA,360,35,08:02:34,08:02:42,
08:02:42,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,34,08:02:35,08:02:42,
08:02:42,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,d5058e687b77e9c9fbbfdd2a930f9378,PA,480,35,08:02:34,08:02:42,
08:02:42,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,35,08:02:34,08:02:42,SSH
08:02:42,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,0631188657fe63b2ebaee94e26611bc1,PA,257,36,08:02:34,08:02:42,
08:02:42,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,35,08:02:35,08:02:42,
08:02:42,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,5561891c7c13132b2ffc2b5e2830b762,PA,639,36,08:02:34,08:02:42,
08:02:42,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,36,08:02:34,08:02:42,SSH
08:02:42,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,9468d8c26b73f2a9b6c2cafd0d682848,PA,353,37,08:02:34,08:02:42,
08:02:42,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,36,08:02:35,08:02:42,
08:02:42,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,ff0d7840a3e34e9cfab5d31502d8e1fb,PA,639,37,08:02:34,08:02:42,
08:02:42,2024-02-22,TCP,192.168.137.161,51.20.255.233,49586,22,d41d8cd98f00b204e9800998ecf8427e,A,0,37,08:02:34,08:02:42,SSH
08:02:42,2024-02-22,TCP,51.20.255.233,192.168.137.161,22,49586,43c352ec8f9c48a2dca11769b298cc54,PA,361,38,08:02:34,08:02:42,
08:02:43,2024-02-22,TCP,51.20.255.233,192.168.137.161,45000,55530,d41d8cd98f00b204e9800998ecf8427e,A,0,37,08:02:35,08:02:43,
08:02:43,2024-02-22,TCP,192.168.137.161,51.20.255.233,55530,45000,5f76268dcdb0b5889b5ab37bfad94a9d,PA,798,38,08:02:34,08:02:43,
